model,device,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,scale_pos_weight,cv_f1,test_roc_auc,test_avg_precision,test_brier,optimal_threshold,optimal_f1,top_gain_feature,top_weight_feature
XGBoost (CUDA GPU),cuda,500,8,0.15,0.6,0.8,1,0.5,1,0.01,4.772,1.0,1.0,1.0,0.0,0.0149,1.0,numerical__backlogs,numerical__cgpa
